News Handle,Tweet Text,Tweets Ago,Compound Sentiment,Positive Sentiment,Negative Sentiment,Neutral Sentiment,Date
@BBCWorld,Kemerovo fire: Who are the victims in the Russia leisure centre blaze? https://t.co/tX0BjbjBtL,0,-0.5719,0.0,0.299,0.701,2018/03/27
@BBCWorld,"RT @BBC_HaveYourSay: Chicago superior? The phenomenon of the media-savvy slam-dunk nun
https://t.co/p6WqsUEDY7",1,0.5423,0.241,0.0,0.759,2018/03/27
@BBCWorld,Kemerovo fire damage seen from inside gutted mall https://t.co/O75q4RgqPx,2,-0.6808,0.0,0.444,0.556,2018/03/27
@BBCWorld,"Twenty million Indians apply for 100,000 railway jobs https://t.co/DzmNwTG5wQ",3,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,When is a diplomat really just a spy? https://t.co/b8C7t86gI5,4,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Why bear cubs are spending longer with their mothers https://t.co/LabQd7LPk3,5,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,US teen author wins Astrid Lindgren prize https://t.co/X7PfD88XPo,6,0.7906,0.538,0.0,0.462,2018/03/27
@BBCWorld,Argentine government mocked over heterosexuality tweet https://t.co/Ve8pBTidUa,7,-0.3182,0.0,0.277,0.723,2018/03/27
@BBCWorld,".@NATO is reducing the size of the Russian mission to the organisation, in a ""strong message"" to Moscow after Salis… https://t.co/VKb4QKoy1a",8,0.5106,0.148,0.0,0.852,2018/03/27
@BBCWorld,Kemerovo fire: Crowds direct fury at Putin https://t.co/kfzgKL64BQ,9,-0.7269,0.0,0.504,0.496,2018/03/27
@BBCWorld,"RT @BBCNews: ""I was on my own. Just trying to do my best""

Rob Grew - who helped in the aftermath of the Manchester Arena attack last year…",10,-0.3612,0.12,0.192,0.688,2018/03/27
@BBCWorld,"It's 50 years since the death of Yuri Gagarin, the Russian cosmonaut who was the first man to travel into space ??? https://t.co/DB917VJ2Fl",11,-0.5994,0.0,0.151,0.849,2018/03/27
@BBCWorld,"Saying goodbye to 'hell on earth'

After weeks of heavy bombardment thousands of people are being bussed from Easte… https://t.co/2hpW6mVKE2",12,-0.6808,0.0,0.195,0.805,2018/03/27
@BBCWorld,Census 2020: US adds controversial citizenship question https://t.co/NZh16MUPM5,13,-0.2023,0.0,0.205,0.795,2018/03/27
@BBCWorld,Olivia de Havilland: Acting legend loses court battle over TV drama Feud https://t.co/TjsJ9zIHPc,14,-0.743,0.0,0.422,0.578,2018/03/27
@BBCWorld,This 98-year-old sports mascot nun is captivating Americans https://t.co/C6FSNOZQqi,15,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Uber barred from resuming Arizona self-drive trial https://t.co/YTVM9Z0xbM,16,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Mai Khoi: Vietnam detains activist singer after Europe tour https://t.co/x3ls91zSMd,17,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Stephane Audran: French actress dies at 85 https://t.co/ojweEMIH5N,18,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Eurovision-style scoring or new Cold War? https://t.co/uDPu5RHrFX,19,-0.5994,0.0,0.394,0.606,2018/03/27
@BBCWorld,A mountain lion goes for a casual prowl through some homes in California. ? https://t.co/iOXBdnaXRC,20,0.2023,0.141,0.0,0.859,2018/03/27
@BBCWorld,"RT @BBCBreaking: Fire crews were ""out of the loop"" and took two hours to attend after the Manchester Arena attack, a report says https://t.…",21,-0.6705,0.0,0.208,0.792,2018/03/27
@BBCWorld,Nelson Mandela's golden hand casts sell for $10m in bitcoin https://t.co/4Pcaukiv2X,22,0.4939,0.242,0.0,0.758,2018/03/27
@BBCWorld,"RT @BBC_HaveYourSay: The debate online: Where were you for #BlackLivesMatter?
https://t.co/C8aCx0i91W",23,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"""Mad"" Mike Hughes flew his home-made rocket to try and 'prove' the earth is flat. ?? https://t.co/WSkHpfDAcc",24,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Porn stars call for respect after spate of deaths https://t.co/fB8VVLFLBj,25,0.4767,0.256,0.0,0.744,2018/03/27
@BBCWorld,Air New Zealand calls for drone legislation after near miss https://t.co/z9xU80ZNdo,26,-0.1531,0.0,0.138,0.862,2018/03/27
@BBCWorld,Tiangong-1: Chinese space station may hit Earth 'in days' https://t.co/gbl4e9CBvS,27,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Keith Raniere: Leader of Nxivm group charged with sex trafficking https://t.co/9aDhP2YhUu,28,-0.2023,0.0,0.153,0.847,2018/03/27
@BBCWorld,Justin Trudeau apologises for Canada Tsilhqot'in hangings https://t.co/dCObSz45ZO,29,0.2023,0.205,0.0,0.795,2018/03/27
@BBCWorld,Finding closure in the Falkland Islands https://t.co/WqBmBCN1LU,30,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Going from slavery to being a millionaire https://t.co/cDww32MCeT,31,-0.7003,0.0,0.444,0.556,2018/03/27
@BBCWorld,'Smoking' elephant in India baffles experts https://t.co/ciP6a0gr2z,32,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Russia Kemerovo fire: Putin cites 'criminal negligence' https://t.co/JcMnGFEUce,33,-0.7003,0.0,0.492,0.508,2018/03/27
@BBCWorld,Mummy found in Egyptian coffin that was thought to be empty https://t.co/6pufGA6aHK,34,-0.2023,0.0,0.141,0.859,2018/03/27
@BBCWorld,Asia stocks follow US shares up as trade war fears ease https://t.co/jbl00g4Yad,35,-0.4588,0.242,0.345,0.412,2018/03/27
@BBCWorld,"Scientists in Australia have discovered the remains of a mummy in a 2,500-year-old coffin that was previously class… https://t.co/rThVYjYHr9",36,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Mountain lion roams California backyards https://t.co/MdK4WoHdHJ,37,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,DR Congo: How one village massacre unfolded https://t.co/p6yOicjleI,38,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Anthony Wong: Hong Kong actor finds brothers after BBC report https://t.co/nKdB4DUm7Z,39,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Flat-Earther launches DIY rocket https://t.co/DUqeiDpE67,40,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Spy poisoning: Australian PM condemns Russian 'recklessness' in UK https://t.co/KtbpyIfeqB,41,-0.7964,0.0,0.47,0.53,2018/03/27
@BBCWorld,RT @BBCNewsAsia: Veteran Hong Kong actor Anthony Wong spent decades looking for the father who left him as child. https://t.co/f2WXL7vvfr…,42,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"RT @BBCNewsAsia: Young women in South Korea are fighting for a new future. 

The #MeToo movement which has highlighted sexual harassment an…",43,-0.7184,0.0,0.24,0.76,2018/03/27
@BBCWorld,"RT @BBCNewsAsia: A train believed to be carrying a senior North Korean official has arrived in Beijing, Japanese media report.

Could it be…",44,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Eastern Ghouta: Saying goodbye to 'hell on earth' https://t.co/A0Q5B8v5Zv,45,-0.6808,0.0,0.365,0.635,2018/03/27
@BBCWorld,Did Martin Luther King predict his own death? https://t.co/VcEoblW4OY,46,-0.5994,0.0,0.328,0.672,2018/03/27
@BBCWorld,Lindi Ortega: 'Music helps me cope with body dysmorphic disorder' https://t.co/IiIj5TsiWg,47,-0.0258,0.182,0.189,0.629,2018/03/27
@BBCWorld,"Linda Brown, centre of Brown v Board civil rights case, dies https://t.co/MunLzyWxC0",48,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Cold War: How do Russia tensions compare to Soviet era? https://t.co/baUYyv2YvF,49,-0.765,0.0,0.423,0.577,2018/03/27
@BBCWorld,"Actor Anthony Wong finds family who never knew him, after BBC report https://t.co/74P0yJj51s",50,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,James Packer: Resignation puts focus on 'high-flier' mental health https://t.co/5hytkACnVu,51,-0.296,0.0,0.196,0.804,2018/03/27
@BBCWorld,Brazil's female sports reporters call time on sexual harassment https://t.co/AgJGTDXOiT,52,-0.5423,0.0,0.28,0.72,2018/03/27
@BBCWorld,Yuri Gagarin: First man in space https://t.co/TgmvpPgK1N,53,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,DR Congo massacre: 'My daughter was slashed with a machete' https://t.co/78bzi0x7qp,54,-0.2263,0.0,0.174,0.826,2018/03/27
@BBCWorld,RT @danroan: Here’s Cricket Australia ball-tampering investigators Iain Roy &amp; Pat Howard arriving at team’s luxury Cape Town hotel where pl…,55,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"RT @BBCSport: 'It doesn't matter what they achieve in their careers, this Australia team will be remembered for cheating.' ? https://t.co/q…",56,-0.0191,0.0,0.054,0.946,2018/03/27
@BBCWorld,'North Korean train' in Beijing fuels rumours of Kim Jong-un visit https://t.co/iOWYdx3eTI,57,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Stormy Daniels: White House 'strongly' denies Trump's alleged affair https://t.co/zUuenyOO0v,58,-0.4215,0.0,0.237,0.763,2018/03/27
@BBCWorld,RT @BBCJonSopel: More than a Stormy in a tea cup - my blog on the #StormyDanielsInterview on #60 minutes  https://t.co/xGroTNbBCH,59,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"RT @BBCJamesCook: The White House says the president doesn't believe that Stormy Daniels was threatened. Asked why not, his spokesman repli…",60,-0.4588,0.0,0.13,0.87,2018/03/27
@BBCWorld,Kemerovo mall fire: How party turned into nightmare https://t.co/A4fz582Aau,61,0.0772,0.223,0.198,0.579,2018/03/27
@BBCWorld,"Paris murder of woman, 85, investigated as 'anti-Semitic' https://t.co/nWaZHYUKM9",62,-0.6908,0.0,0.37,0.63,2018/03/27
@BBCWorld,Rapper attacks 'racist' Heineken ad https://t.co/p9nCL3qLbm,63,-0.4404,0.0,0.367,0.633,2018/03/27
@BBCWorld,"Fired Vancouver waiter: I'm not rude, just French https://t.co/8zLfFKZdp8",64,-0.2778,0.19,0.275,0.535,2018/03/27
@BBCWorld,RT @BBCSport: An Icelandic cartoonist can't sell T-shirts featuring the chant made famous by football fans because the word has been tradem…,65,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Rhino census begins in India's Kaziranga National Park https://t.co/mLmy1vql0u,66,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Facebook faces Federal Trade Commission privacy inquiry https://t.co/WUM4Xxo4VR,67,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,José Filomeno dos Santos named suspect in $500m fraud case https://t.co/vSmAhmzrmT,68,-0.7184,0.0,0.4,0.6,2018/03/27
@BBCWorld,"RT @BBCNews: UK PM Theresa May says 18 countries have announced they will expel ""more than 100 Russian intelligence officers"" in response t…",69,0.0516,0.115,0.107,0.778,2018/03/27
@BBCWorld,Marvia Malik - Pakistan TV airs first transgender anchor https://t.co/vMNLTzOePR,70,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"RT @BBCSteveR: Russian foreign ministry calls mass expulsion of Russian diplomats an ""unfriendly step...provocative gesture"", accuses those…",71,-0.5994,0.0,0.246,0.754,2018/03/27
@BBCWorld,"RT @BBCBreaking: ""Today 14 member states have decided to expel Russian diplomats"" - @eucopresident Donald Tusk on co-ordinated action again…",72,-0.4404,0.0,0.139,0.861,2018/03/27
@BBCWorld,"RT @BBCBreaking: Germany &amp; France are each expelling four Russian diplomats &amp; other European countries are following suit, over nerve agent…",73,-0.3818,0.0,0.115,0.885,2018/03/27
@BBCWorld,US to expel 60 Russian diplomats https://t.co/qpmLPruQGq,74,-0.4404,0.0,0.326,0.674,2018/03/27
@BBCWorld,RT @BBCBreaking: Sixty Russian diplomats in US being expelled amid co-ordinated response to poisoning of Russian ex-spy in UK https://t.co/…,75,-0.7003,0.0,0.244,0.756,2018/03/27
@BBCWorld,Billion euro cyber-suspect arrested in Spain https://t.co/QW2FOrffB7,76,-0.4767,0.0,0.341,0.659,2018/03/27
@BBCWorld,"Is Turkey going too far to stop migrant boats?

The Turkish coastguard is paid by the EU to stop them but questions… https://t.co/UrMB6Un0cV",77,-0.296,0.0,0.132,0.868,2018/03/27
@BBCWorld,Russia Kemerovo fire: Shopping centre exits 'were blocked' https://t.co/ys6gQAy4Dz,78,-0.5423,0.0,0.391,0.609,2018/03/27
@BBCWorld,Protesters clashed with police in Barcelona on Sunday after former Catalan President Carles Puigdemont was taken in… https://t.co/O5U6vbpv5j,79,-0.2263,0.0,0.101,0.899,2018/03/27
@BBCWorld,RT @BBCKarishma: When Goliath stands to lose every time - my take on the Uber Grab deal  https://t.co/2ZKFsmCh42,80,-0.4019,0.0,0.144,0.856,2018/03/27
@BBCWorld,"RT @BBCNewsbeat: Rapper Killer Mike has apologised to March For Our Lives organisers.

It comes following an interview he did with the NRA…",81,-0.5994,0.052,0.161,0.787,2018/03/27
@BBCWorld,Trademark row over Iceland football chant https://t.co/JTOCg2ua6s,82,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,France attack: Lakdim's girlfriend 'known to security services' https://t.co/PxH4PXFHpr,83,-0.1779,0.192,0.248,0.56,2018/03/27
@BBCWorld,Malaysia seeks 10 year-jail terms for 'fake news' https://t.co/dYlJpGkpYk,84,-0.4767,0.0,0.279,0.721,2018/03/27
@BBCWorld,Russian ambassadors 'summoned by EU neighbours' https://t.co/AL4RC4BIkn,85,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,RT @bbcweather: Did you see the pictures of orange #snow across parts of eastern Europe over the weekend? It's caused by sand from Sahara d…,86,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"RT @BBCSport: A former Australia cricket coach has said it would be ""highly unusual"" if current coach Darren Lehmann was unaware of his pla…",87,-0.2023,0.0,0.076,0.924,2018/03/27
@BBCWorld,RT @BBCSport: Steve Smith has stepped down as captain of Indian Premier League side Rajasthan Royals following the ball-tampering controver…,88,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"RT @BBCSteveR: Today's edition of Russia's army newspaper reports that RT's editor-in-chief held a ""master class"" for the Russian military:…",89,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Uzbeks told to tend their gardens or face triple tax https://t.co/eA89P1BYSV,90,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Remington: US gunmaker files for bankruptcy https://t.co/s8h7V8SgYF,91,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,"'I was told I had to fight until I died'

Children caught up in Yemen's war tell their stories to @bbclysedoucet (T… https://t.co/gNGPbpYTgQ",92,-0.8779,0.0,0.359,0.641,2018/03/27
@BBCWorld,'It's embarrassing we're called cheats' https://t.co/fY7b0gwLA8,93,-0.6597,0.0,0.574,0.426,2018/03/27
@BBCWorld,"RT @BBCBreaking: 64 people now known to have died in Russian shopping centre fire - emergencies minister says

https://t.co/u2QYvVLpQW",94,-0.7184,0.0,0.273,0.727,2018/03/27
@BBCWorld,Sperm race funds rare New Zealand bird's survival https://t.co/im8qQ16vnf,95,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Stormy Daniels says she was threatened to keep quiet about an alleged sexual encounter with Donald Trump in 2006 https://t.co/x98Sy9P6Xz,96,-0.4588,0.0,0.136,0.864,2018/03/27
@BBCWorld,Alphons Kannanthanam: India minister's 'naked' visa claim criticised https://t.co/sleXi9vdHE,97,-0.4215,0.0,0.259,0.741,2018/03/27
@BBCWorld,India PM Modi app sparks social media furore https://t.co/ug8UtRIgxW,98,0.0,0.0,0.0,1.0,2018/03/27
@BBCWorld,Uber is selling its South East Asia operations to rival Grab https://t.co/Rd0i6yaW98,99,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,"WATCH: A mountain lion took a romp through a Southern California neighborhood, hoping fences and forcing residents… https://t.co/LwMerFuBFq",0,0.4215,0.167,0.0,0.833,2018/03/27
@CBSNews,"RT @CBSThisMorning: Former President Jimmy Carter said he watched ""with great attention"" as various #MarchforOurLives rallies, led by Flori…",1,0.6249,0.186,0.0,0.814,2018/03/27
@CBSNews,"Former President Jimmy Carter sees ""no threat"" to the 2nd Amendment from March for Our Lives youth:… https://t.co/iBihfUJdQG",2,-0.6808,0.0,0.259,0.741,2018/03/27
@CBSNews,"Two Louisiana officers who fatally shot a black man in 2016 won't be prosecuted in the death, Louisiana Attorney Ge… https://t.co/HC3nxo3x1p",3,-0.7855,0.08,0.297,0.623,2018/03/27
@CBSNews,"As the Stormy Daniels saga continues to unfold, attorney Michael Avenatti has attracted attention in his own right;… https://t.co/mFXIaAZTyh",4,0.4215,0.135,0.0,0.865,2018/03/27
@CBSNews,"NEW: Baton Rouge officers who shot Alton Sterling will not be charged in his 2016 death, Louisiana attorney general… https://t.co/xD1XiIaeJi",5,-0.5119,0.068,0.166,0.766,2018/03/27
@CBSNews,WATCH LIVE: Louisiana attorney general gives an update in the investigation into the 2016 shooting death of Alton S… https://t.co/jeltBQyfy4,6,-0.5994,0.0,0.17,0.83,2018/03/27
@CBSNews,"William Strampel, former Michigan State University dean, is accused of storing nude photos on his work computer:… https://t.co/SB3h54WcrC",7,-0.296,0.0,0.115,0.885,2018/03/27
@CBSNews,A former New Orleans Saints cheerleader has filed a discrimination complaint against the NFL team:… https://t.co/UmJLminh6x,8,-0.0772,0.118,0.137,0.745,2018/03/27
@CBSNews,Retired Supreme Court Justice John Paul Stevens is calling for the repeal of the Second Amendment to allow for sign… https://t.co/2ybq1Xb7iF,9,0.836,0.331,0.0,0.669,2018/03/27
@CBSNews,NTSB releases its preliminary report on the deadly helicopter crash in New York's East River:… https://t.co/Vau9LOAVQZ,10,-0.4019,0.0,0.153,0.847,2018/03/27
@CBSNews,NEW: An arrest has been made in Washington State in connection with a series of suspicious packages that were found… https://t.co/ALMTbpl21N,11,-0.5994,0.0,0.214,0.786,2018/03/27
@CBSNews,Kushner lawyer: White House counsel has concluded there are no issues involving Jared Kushner amid loan probe… https://t.co/uYilBEUzSM,12,-0.296,0.0,0.115,0.885,2018/03/27
@CBSNews,"Hard numbers:
10: Malaysian gov't proposes 10-year jail term for publishing ""fake news”
6: Since 1979, only 6 cabin… https://t.co/TKNlmhJ8Px",13,-0.5423,0.0,0.209,0.791,2018/03/27
@CBSNews,Venezuela’s government is using food as a political too. Here’s what you need to know: https://t.co/MHnJFseKXr (… https://t.co/uzajJq9jti,14,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,"The leader of a secretive group turned female followers into brainwashed ""slaves"" who were branded with his initial… https://t.co/lwDXPhhebR",15,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,"""I think the distortion of the 2nd Amendment has been a mistake,"" former President Jimmy Carter tells… https://t.co/u2RZlwCjbi",16,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,Facebook whistleblower Christopher Wylie says a Canadian firm worked on software to find GOP voters ahead of the 20… https://t.co/5RtK3TK9zJ,17,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,"How Facebook was able to collect Android phone and text logs:
https://t.co/hMnE6mSHiG https://t.co/whLkDREShL",18,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,"RT @CBSThisMorning: ""I've offered to President Trump directly, on 2 occasions, since he's been to office, that I would be glad to help in a…",19,0.6908,0.213,0.0,0.787,2018/03/27
@CBSNews,"RT @CBSThisMorning: ""I think President Trump has shown, for the first time, a willingness to stand up against the policies of Russia. I thi…",20,0.2732,0.091,0.0,0.909,2018/03/27
@CBSNews,"RT @CBSThisMorning: ""I think most people want a president-- whom they trust to tell the truth always, and who has some basic moral values,…",21,0.7334,0.264,0.0,0.736,2018/03/27
@CBSNews,A cat who was stuck on a telephone pole for days has been rescued after his owner recognized him on a live stream t… https://t.co/clrPmq8HRs,22,0.2023,0.113,0.081,0.806,2018/03/27
@CBSNews,"Leslie Odom Jr. shot to fame for his role as Aaron Burr ""Hamilton."" In his new book "" Failing Up: How to Take Risks… https://t.co/KNKGWLhPa8",23,-0.1027,0.103,0.117,0.78,2018/03/27
@CBSNews,Former President Jimmy Carter says he believes U.S. talks with North Korea could lead to the reclusive country's de… https://t.co/SSz6mmvFKo,24,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,"AHEAD on @CBSThisMorning: Leslie Odom Jr. is a Tony and Grammy-winning actor and a performer, but his success, he s… https://t.co/vtZBZeNazc",25,0.7227,0.219,0.0,0.781,2018/03/27
@CBSNews,Former President Jimmy Carter says he believes U.S. talks with North Korea could lead to that country’s denucleariz… https://t.co/iuXiOFpMqh,26,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/m1N8aLyHGX,27,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,Could President Trump's attorney face criminal charges for Stormy Daniels payment?https://t.co/GYh2ryAZbU https://t.co/5jmDtqj7Q8,28,-0.6705,0.0,0.355,0.645,2018/03/27
@CBSNews,Sting composed a theme song for a new show in Rome that brings history to life. The production uses special effects… https://t.co/9t2WLvGF3A,29,0.4019,0.124,0.0,0.876,2018/03/27
@CBSNews,Uber’s test of self-driving vehicles was suspended in Arizona after someone was killed by an autonomous car. The CE… https://t.co/nTScnxwNj4,30,-0.8225,0.0,0.297,0.703,2018/03/27
@CBSNews,A visit to the Chinese capital by mysterious train has fueled speculation that North Korean leader Kim Jong Un carr… https://t.co/umoMzERL6T,31,0.0,0.0,0.0,1.0,2018/03/27
@CBSNews,Stormy Daniels is now suing Pres. Trump’s personal attorney for defamation. The suit claims Michael Cohen damaged D… https://t.co/USJjpY8ZMB,32,-0.6124,0.0,0.227,0.773,2018/03/27
@CBSNews,A mysterious train to Beijing is fueling speculation that North Korean leader Kim Jong Un carried out secret talks… https://t.co/av8WuWOT9K,33,0.0,0.0,0.0,1.0,2018/03/27
